72625,Bella 72625,Smith72625,Yes,Yes,Auckland,2016-07-27 08:00:00.000,72625,Entertainment
72626,Stephan 72626,Walker72626,Yes,Yes,South Island,2016-03-22 08:00:00.000,72626,Healthcare
72627,Kelvin 72627,Burn72627,No,None,South Island,NULL,72627,Real Estate
72628,Stephan 72628,Walker72628,No,None,Auckland,NULL,72628,Computers
72629,John 72629,Dong72629,Yes,Yes,Auckland,2016-02-16 08:00:00.000,72629,Banking
72630,Jackie Sales 72630,Taylor72630,Yes,No,Rest of North Island,2015-06-17 08:00:00.000,72630,Tax Agent
72631,Tom 72631,Thomson72631,No,None,South Island,NULL,72631,Retail
72632,Stephan 72632,Walker72632,No,None,Rest of North Island,NULL,72632,Entertainment
72633,Nelson Century 72633,Clark72633,No,None,Auckland,NULL,72633,Tax Agent
72634,Jackie Sales 72634,Taylor72634,No,None,South Island,NULL,72634,Entertainment
72635,Helen Park 72635,Davis72635,Yes,Yes,Auckland,2015-02-28 08:00:00.000,72635,Banking
72636,Stephan 72636,Walker72636,Yes,No,South Island,2016-11-19 08:00:00.000,72636,Computers
72637,John 72637,Dong72637,No,None,South Island,NULL,72637,Shipping Containers
72638,Nelson Century 72638,Clark72638,Yes,No,Auckland,2016-10-25 08:00:00.000,72638,Computers
72639,Stephan 72639,Walker72639,No,None,Auckland,NULL,72639,Computers
72640,Stephan 72640,Walker72640,No,None,South Island,NULL,72640,Pharmaceutical Products
72641,Bella 72641,Smith72641,No,None,Rest of North Island,NULL,72641,Tax Agent
72642,Nelson Century 72642,Clark72642,No,None,Rest of North Island,NULL,72642,Pharmaceutical Products
72643,Nelson Century 72643,Clark72643,No,None,South Island,NULL,72643,Shipping Containers
72644,Kelvin 72644,Burn72644,Yes,No,South Island,2016-04-16 08:00:00.000,72644,Real Estate
72645,Tracy72645,Thomas72645,Yes,Yes,South Island,2016-10-21 08:00:00.000,72645,Insurance
72646,Helen Park 72646,Davis72646,No,None,South Island,NULL,72646,Banking
72647,Tom 72647,Thomson72647,No,None,South Island,NULL,72647,Entertainment
72648,Steven 72648,Williams72648,No,None,Rest of North Island,NULL,72648,Banking
72649,John 72649,Dong72649,Yes,No,Auckland,2016-01-29 08:00:00.000,72649,Real Estate
72650,Steven 72650,Williams72650,No,None,Rest of North Island,NULL,72650,Healthcare
72651,Steven 72651,Williams72651,No,None,Rest of North Island,NULL,72651,Entertainment
72652,Jackie Sales 72652,Taylor72652,No,None,South Island,NULL,72652,Real Estate
72653,Steven 72653,Williams72653,Yes,Yes,South Island,2016-09-01 08:00:00.000,72653,Tax Agent
72654,Stephan 72654,Walker72654,No,None,Rest of North Island,NULL,72654,Computers
72655,Helen Park 72655,Davis72655,No,None,South Island,NULL,72655,Pharmaceutical Products
72656,Steven 72656,Williams72656,Yes,Yes,Auckland,2015-02-22 08:00:00.000,72656,Shipping Containers
72657,Tom 72657,Thomson72657,Yes,Yes,Rest of North Island,2016-05-29 08:00:00.000,72657,Computers
72658,Helen Park 72658,Davis72658,Yes,No,Rest of North Island,2016-02-16 08:00:00.000,72658,Tax Agent
72659,Helen Park 72659,Davis72659,Yes,No,Auckland,2016-07-10 08:00:00.000,72659,Shipping Containers
72660,Tom 72660,Thomson72660,Yes,Yes,South Island,2015-11-23 08:00:00.000,72660,Real Estate
72661,Jackie Sales 72661,Taylor72661,Yes,No,Rest of North Island,2015-02-03 08:00:00.000,72661,Pharmaceutical Products
72662,Tracy72662,Thomas72662,Yes,No,Auckland,2015-09-29 08:00:00.000,72662,Tax Agent
72663,Kelvin 72663,Burn72663,Yes,No,Rest of North Island,2015-10-30 08:00:00.000,72663,Banking
72664,John 72664,Dong72664,Yes,Yes,South Island,2015-05-04 08:00:00.000,72664,Healthcare
72665,Stephan 72665,Walker72665,Yes,Yes,Rest of North Island,2016-09-17 08:00:00.000,72665,Banking
72666,Kelvin 72666,Burn72666,Yes,Yes,Rest of North Island,2015-07-05 08:00:00.000,72666,Entertainment
72667,Tom 72667,Thomson72667,No,None,South Island,NULL,72667,Tax Agent
72668,Jackie Sales 72668,Taylor72668,Yes,No,Auckland,2015-01-02 08:00:00.000,72668,Computers
72669,Kelvin 72669,Burn72669,Yes,Yes,South Island,2015-09-07 08:00:00.000,72669,Pharmaceutical Products
72670,Stephan 72670,Walker72670,No,None,Auckland,NULL,72670,Banking
72671,Steven 72671,Williams72671,No,None,South Island,NULL,72671,Banking
72672,Jackie Sales 72672,Taylor72672,No,None,South Island,NULL,72672,Entertainment
72673,Tracy72673,Thomas72673,Yes,Yes,South Island,2016-02-09 08:00:00.000,72673,Entertainment
72674,Tracy72674,Thomas72674,No,None,Auckland,NULL,72674,Retail
72675,Nelson Century 72675,Clark72675,No,None,Rest of North Island,NULL,72675,Shipping Containers
72676,Bella 72676,Smith72676,Yes,No,Auckland,2016-07-15 08:00:00.000,72676,Pharmaceutical Products
72677,Steven 72677,Williams72677,Yes,Yes,South Island,2016-10-05 08:00:00.000,72677,Real Estate
72678,Stephan 72678,Walker72678,No,None,Auckland,NULL,72678,Banking
72679,John 72679,Dong72679,No,None,Auckland,NULL,72679,Shipping Containers
72680,Steven 72680,Williams72680,Yes,Yes,Auckland,2015-01-25 08:00:00.000,72680,Retail
72681,Jackie Sales 72681,Taylor72681,Yes,No,Auckland,2015-04-28 08:00:00.000,72681,Banking
72682,Stephan 72682,Walker72682,No,None,Auckland,NULL,72682,Computers
72683,Steven 72683,Williams72683,Yes,Yes,South Island,2015-08-31 08:00:00.000,72683,Retail
72684,Stephan 72684,Walker72684,No,None,Rest of North Island,NULL,72684,Real Estate
72685,John 72685,Dong72685,No,None,South Island,NULL,72685,Pharmaceutical Products
72686,Nelson Century 72686,Clark72686,No,None,Rest of North Island,NULL,72686,Shipping Containers
72687,Bella 72687,Smith72687,No,None,Auckland,NULL,72687,Healthcare
72688,Steven 72688,Williams72688,Yes,Yes,Rest of North Island,2016-05-15 08:00:00.000,72688,Retail
72689,Bella 72689,Smith72689,Yes,Yes,Rest of North Island,2016-03-30 08:00:00.000,72689,Tax Agent
72690,Bella 72690,Smith72690,No,None,South Island,NULL,72690,Tax Agent
72691,John 72691,Dong72691,Yes,No,Rest of North Island,2015-11-13 08:00:00.000,72691,Insurance
72692,Stephan 72692,Walker72692,Yes,Yes,Auckland,2015-12-02 08:00:00.000,72692,Healthcare
72693,Stephan 72693,Walker72693,Yes,No,Rest of North Island,2016-07-16 08:00:00.000,72693,Computers
72694,Stephan 72694,Walker72694,No,None,Rest of North Island,NULL,72694,Pharmaceutical Products
72695,Tom 72695,Thomson72695,Yes,No,South Island,2015-04-27 08:00:00.000,72695,Computers
72696,Stephan 72696,Walker72696,Yes,No,Rest of North Island,2015-07-25 08:00:00.000,72696,Shipping Containers
72697,Nelson Century 72697,Clark72697,Yes,No,South Island,2016-05-29 08:00:00.000,72697,Healthcare
72698,Jackie Sales 72698,Taylor72698,Yes,Yes,Auckland,2015-09-18 08:00:00.000,72698,Real Estate
72699,Jackie Sales 72699,Taylor72699,No,None,South Island,NULL,72699,Retail
72700,Tom 72700,Thomson72700,No,None,South Island,NULL,72700,Computers
72701,Tracy72701,Thomas72701,No,None,Auckland,NULL,72701,Shipping Containers
72702,Helen Park 72702,Davis72702,Yes,No,South Island,2015-02-26 08:00:00.000,72702,Insurance
72703,Steven 72703,Williams72703,Yes,No,Auckland,2015-06-17 08:00:00.000,72703,Real Estate
72704,Helen Park 72704,Davis72704,No,None,Rest of North Island,NULL,72704,Pharmaceutical Products
72705,Jackie Sales 72705,Taylor72705,No,None,Auckland,NULL,72705,Computers
72706,Kelvin 72706,Burn72706,No,None,Rest of North Island,NULL,72706,Entertainment
72707,Helen Park 72707,Davis72707,No,None,Rest of North Island,NULL,72707,Tax Agent
72708,Tracy72708,Thomas72708,No,None,Auckland,NULL,72708,Pharmaceutical Products
72709,Bella 72709,Smith72709,No,None,South Island,NULL,72709,Tax Agent
72710,Nelson Century 72710,Clark72710,Yes,Yes,Rest of North Island,2016-02-29 08:00:00.000,72710,Shipping Containers
72711,Bella 72711,Smith72711,Yes,Yes,South Island,2015-05-18 08:00:00.000,72711,Healthcare
72712,John 72712,Dong72712,Yes,Yes,Rest of North Island,2015-07-26 08:00:00.000,72712,Banking
72713,Tracy72713,Thomas72713,No,None,South Island,NULL,72713,Computers
72714,Steven 72714,Williams72714,Yes,Yes,Rest of North Island,2016-01-31 08:00:00.000,72714,Entertainment
72715,Tom 72715,Thomson72715,Yes,Yes,Auckland,2016-03-12 08:00:00.000,72715,Computers
72716,Kelvin 72716,Burn72716,Yes,No,South Island,2015-08-03 08:00:00.000,72716,Shipping Containers
72717,Stephan 72717,Walker72717,Yes,Yes,Auckland,2016-11-29 08:00:00.000,72717,Computers
72718,Jackie Sales 72718,Taylor72718,No,None,Rest of North Island,NULL,72718,Entertainment
72719,Tracy72719,Thomas72719,Yes,Yes,South Island,2016-05-08 08:00:00.000,72719,Real Estate
72720,John 72720,Dong72720,No,None,Auckland,NULL,72720,Shipping Containers
72721,Steven 72721,Williams72721,No,None,Rest of North Island,NULL,72721,Retail
72722,Kelvin 72722,Burn72722,No,None,South Island,NULL,72722,Computers
72723,John 72723,Dong72723,Yes,Yes,South Island,2015-03-01 08:00:00.000,72723,Pharmaceutical Products
72724,Nelson Century 72724,Clark72724,Yes,Yes,Auckland,2015-02-18 08:00:00.000,72724,Retail
72725,John 72725,Dong72725,No,None,Auckland,NULL,72725,Banking
72726,Tom 72726,Thomson72726,No,None,Rest of North Island,NULL,72726,Banking
72727,Tracy72727,Thomas72727,No,None,Rest of North Island,NULL,72727,Entertainment
72728,Nelson Century 72728,Clark72728,No,None,Rest of North Island,NULL,72728,Shipping Containers
72729,Jackie Sales 72729,Taylor72729,Yes,Yes,Rest of North Island,2015-12-30 08:00:00.000,72729,Banking
72730,Stephan 72730,Walker72730,No,None,Rest of North Island,NULL,72730,Banking
72731,John 72731,Dong72731,No,None,South Island,NULL,72731,Computers
72732,Jackie Sales 72732,Taylor72732,Yes,Yes,Auckland,2015-11-30 08:00:00.000,72732,Banking
72733,Jackie Sales 72733,Taylor72733,Yes,No,Rest of North Island,2015-04-09 08:00:00.000,72733,Healthcare
72734,John 72734,Dong72734,Yes,Yes,Rest of North Island,2016-12-02 08:00:00.000,72734,Retail
72735,Bella 72735,Smith72735,Yes,No,Auckland,2015-06-14 08:00:00.000,72735,Tax Agent
72736,Jackie Sales 72736,Taylor72736,Yes,Yes,South Island,2015-10-14 08:00:00.000,72736,Real Estate
72737,Tracy72737,Thomas72737,No,None,Auckland,NULL,72737,Retail
72738,Tom 72738,Thomson72738,Yes,Yes,Rest of North Island,2015-06-14 08:00:00.000,72738,Entertainment
72739,Kelvin 72739,Burn72739,Yes,Yes,Auckland,2016-11-02 08:00:00.000,72739,Computers
72740,Helen Park 72740,Davis72740,Yes,No,Auckland,2016-07-08 08:00:00.000,72740,Real Estate
72741,Tom 72741,Thomson72741,No,None,Rest of North Island,NULL,72741,Pharmaceutical Products
72742,Helen Park 72742,Davis72742,Yes,No,Rest of North Island,2015-03-11 08:00:00.000,72742,Healthcare
72743,John 72743,Dong72743,No,None,South Island,NULL,72743,Real Estate
72744,Kelvin 72744,Burn72744,No,None,Rest of North Island,NULL,72744,Entertainment
72745,Helen Park 72745,Davis72745,No,None,Auckland,NULL,72745,Banking
72746,Helen Park 72746,Davis72746,No,None,Auckland,NULL,72746,Insurance
72747,Stephan 72747,Walker72747,Yes,Yes,South Island,2016-04-30 08:00:00.000,72747,Banking
72748,Steven 72748,Williams72748,Yes,No,Auckland,2015-04-28 08:00:00.000,72748,Banking
72749,Nelson Century 72749,Clark72749,No,None,Auckland,NULL,72749,Healthcare
72750,Steven 72750,Williams72750,No,None,Auckland,NULL,72750,Shipping Containers
72751,Steven 72751,Williams72751,Yes,No,Auckland,2016-11-26 08:00:00.000,72751,Pharmaceutical Products
72752,Stephan 72752,Walker72752,Yes,No,Rest of North Island,2016-07-11 08:00:00.000,72752,Pharmaceutical Products
72753,Stephan 72753,Walker72753,No,None,Rest of North Island,NULL,72753,Retail
72754,Steven 72754,Williams72754,Yes,Yes,Rest of North Island,2015-08-18 08:00:00.000,72754,Retail
72755,Nelson Century 72755,Clark72755,Yes,Yes,Rest of North Island,2015-02-11 08:00:00.000,72755,Entertainment
72756,Bella 72756,Smith72756,No,None,South Island,NULL,72756,Healthcare
72757,Jackie Sales 72757,Taylor72757,No,None,Rest of North Island,NULL,72757,Real Estate
72758,Kelvin 72758,Burn72758,No,None,South Island,NULL,72758,Real Estate
72759,Jackie Sales 72759,Taylor72759,Yes,Yes,South Island,2015-06-28 08:00:00.000,72759,Banking
72760,Stephan 72760,Walker72760,No,None,Rest of North Island,NULL,72760,Retail
72761,Jackie Sales 72761,Taylor72761,No,None,Auckland,NULL,72761,Banking
72762,Jackie Sales 72762,Taylor72762,No,None,Auckland,NULL,72762,Healthcare
72763,John 72763,Dong72763,Yes,No,Rest of North Island,2015-06-09 08:00:00.000,72763,Tax Agent
72764,Helen Park 72764,Davis72764,Yes,No,Auckland,2016-02-11 08:00:00.000,72764,Entertainment
72765,Steven 72765,Williams72765,No,None,Rest of North Island,NULL,72765,Retail
72766,Nelson Century 72766,Clark72766,No,None,Auckland,NULL,72766,Pharmaceutical Products
72767,Helen Park 72767,Davis72767,Yes,Yes,Rest of North Island,2016-02-06 08:00:00.000,72767,Shipping Containers
72768,John 72768,Dong72768,No,None,Auckland,NULL,72768,Banking
72769,Jackie Sales 72769,Taylor72769,Yes,Yes,Rest of North Island,2016-12-07 08:00:00.000,72769,Insurance
72770,John 72770,Dong72770,No,None,South Island,NULL,72770,Computers
72771,Stephan 72771,Walker72771,No,None,Rest of North Island,NULL,72771,Entertainment
72772,Stephan 72772,Walker72772,No,None,Auckland,NULL,72772,Real Estate
72773,John 72773,Dong72773,No,None,Auckland,NULL,72773,Shipping Containers
72774,Steven 72774,Williams72774,Yes,Yes,Rest of North Island,2016-08-12 08:00:00.000,72774,Banking
72775,Jackie Sales 72775,Taylor72775,No,None,Auckland,NULL,72775,Computers
72776,Tom 72776,Thomson72776,No,None,Auckland,NULL,72776,Real Estate
72777,Bella 72777,Smith72777,No,None,Auckland,NULL,72777,Insurance
72778,Nelson Century 72778,Clark72778,Yes,Yes,Rest of North Island,2015-09-05 08:00:00.000,72778,Real Estate
72779,John 72779,Dong72779,Yes,Yes,South Island,2016-12-24 08:00:00.000,72779,Shipping Containers
72780,Tracy72780,Thomas72780,Yes,Yes,Auckland,2015-03-28 08:00:00.000,72780,Pharmaceutical Products
72781,Stephan 72781,Walker72781,Yes,No,Rest of North Island,2016-08-02 08:00:00.000,72781,Insurance
72782,Tracy72782,Thomas72782,Yes,No,South Island,2015-01-08 08:00:00.000,72782,Entertainment
72783,Tracy72783,Thomas72783,No,None,South Island,NULL,72783,Shipping Containers
72784,Steven 72784,Williams72784,Yes,Yes,South Island,2015-12-25 08:00:00.000,72784,Retail
72785,Stephan 72785,Walker72785,No,None,Rest of North Island,NULL,72785,Healthcare
72786,Nelson Century 72786,Clark72786,Yes,Yes,Rest of North Island,2016-06-24 08:00:00.000,72786,Retail
72787,Bella 72787,Smith72787,No,None,South Island,NULL,72787,Tax Agent
72788,Steven 72788,Williams72788,No,None,Auckland,NULL,72788,Real Estate
72789,Nelson Century 72789,Clark72789,No,None,South Island,NULL,72789,Computers
72790,Steven 72790,Williams72790,No,None,Auckland,NULL,72790,Retail
72791,Kelvin 72791,Burn72791,No,None,Auckland,NULL,72791,Pharmaceutical Products
72792,Kelvin 72792,Burn72792,Yes,Yes,South Island,2016-04-10 08:00:00.000,72792,Entertainment
72793,John 72793,Dong72793,No,None,South Island,NULL,72793,Real Estate
72794,Nelson Century 72794,Clark72794,No,None,Auckland,NULL,72794,Insurance
72795,Stephan 72795,Walker72795,No,None,Rest of North Island,NULL,72795,Retail
72796,Jackie Sales 72796,Taylor72796,No,None,South Island,NULL,72796,Retail
72797,Kelvin 72797,Burn72797,No,None,South Island,NULL,72797,Shipping Containers
72798,Bella 72798,Smith72798,No,None,South Island,NULL,72798,Real Estate
72799,Steven 72799,Williams72799,Yes,Yes,Rest of North Island,2016-06-24 08:00:00.000,72799,Insurance
72800,Bella 72800,Smith72800,Yes,No,South Island,2016-11-02 08:00:00.000,72800,Retail
72801,Steven 72801,Williams72801,Yes,Yes,South Island,2015-01-09 08:00:00.000,72801,Entertainment
72802,John 72802,Dong72802,Yes,No,Auckland,2016-08-29 08:00:00.000,72802,Shipping Containers
72803,Nelson Century 72803,Clark72803,Yes,Yes,Auckland,2015-06-03 08:00:00.000,72803,Real Estate
72804,Steven 72804,Williams72804,No,None,South Island,NULL,72804,Insurance
72805,John 72805,Dong72805,Yes,No,South Island,2016-07-19 08:00:00.000,72805,Pharmaceutical Products
72806,Jackie Sales 72806,Taylor72806,No,None,Rest of North Island,NULL,72806,Retail
72807,Stephan 72807,Walker72807,No,None,Auckland,NULL,72807,Healthcare
72808,Steven 72808,Williams72808,No,None,Auckland,NULL,72808,Computers
72809,Tom 72809,Thomson72809,Yes,No,South Island,2015-05-06 08:00:00.000,72809,Computers
72810,John 72810,Dong72810,No,None,Auckland,NULL,72810,Computers
72811,Nelson Century 72811,Clark72811,Yes,Yes,Auckland,2016-09-01 08:00:00.000,72811,Insurance
72812,Tom 72812,Thomson72812,No,None,Auckland,NULL,72812,Pharmaceutical Products
72813,Helen Park 72813,Davis72813,Yes,Yes,Auckland,2015-04-24 08:00:00.000,72813,Tax Agent
72814,Tom 72814,Thomson72814,No,None,Auckland,NULL,72814,Shipping Containers
72815,Jackie Sales 72815,Taylor72815,Yes,Yes,Auckland,2015-12-13 08:00:00.000,72815,Banking
72816,Jackie Sales 72816,Taylor72816,Yes,No,Auckland,2015-05-27 08:00:00.000,72816,Insurance
72817,Nelson Century 72817,Clark72817,Yes,No,South Island,2016-03-18 08:00:00.000,72817,Shipping Containers
72818,Tracy72818,Thomas72818,No,None,South Island,NULL,72818,Healthcare
72819,John 72819,Dong72819,No,None,Rest of North Island,NULL,72819,Banking
72820,Steven 72820,Williams72820,No,None,Rest of North Island,NULL,72820,Entertainment
72821,Steven 72821,Williams72821,Yes,Yes,Auckland,2016-01-16 08:00:00.000,72821,Computers
72822,Steven 72822,Williams72822,Yes,Yes,South Island,2016-03-28 08:00:00.000,72822,Healthcare
72823,Jackie Sales 72823,Taylor72823,Yes,No,Rest of North Island,2015-10-31 08:00:00.000,72823,Banking
72824,Tom 72824,Thomson72824,No,None,South Island,NULL,72824,Real Estate
72825,Nelson Century 72825,Clark72825,No,None,Rest of North Island,NULL,72825,Insurance
72826,Helen Park 72826,Davis72826,Yes,No,Auckland,2016-05-20 08:00:00.000,72826,Retail
72827,Kelvin 72827,Burn72827,Yes,No,South Island,2015-12-08 08:00:00.000,72827,Real Estate
72828,Steven 72828,Williams72828,No,None,Auckland,NULL,72828,Retail
72829,Jackie Sales 72829,Taylor72829,No,None,Auckland,NULL,72829,Pharmaceutical Products
72830,Steven 72830,Williams72830,Yes,Yes,South Island,2016-06-30 08:00:00.000,72830,Insurance
72831,Tracy72831,Thomas72831,Yes,Yes,Auckland,2015-09-23 08:00:00.000,72831,Insurance
72832,Tracy72832,Thomas72832,No,None,Auckland,NULL,72832,Shipping Containers
72833,Nelson Century 72833,Clark72833,No,None,Auckland,NULL,72833,Banking
72834,Stephan 72834,Walker72834,Yes,Yes,Auckland,2015-09-05 08:00:00.000,72834,Healthcare
72835,Bella 72835,Smith72835,Yes,Yes,South Island,2015-03-26 08:00:00.000,72835,Banking
72836,Nelson Century 72836,Clark72836,No,None,Rest of North Island,NULL,72836,Computers
72837,Nelson Century 72837,Clark72837,Yes,No,Auckland,2015-08-05 08:00:00.000,72837,Retail
72838,Helen Park 72838,Davis72838,No,None,South Island,NULL,72838,Computers
72839,Kelvin 72839,Burn72839,Yes,No,Rest of North Island,2016-06-06 08:00:00.000,72839,Pharmaceutical Products
72840,Bella 72840,Smith72840,No,None,South Island,NULL,72840,Healthcare
72841,Tom 72841,Thomson72841,Yes,No,South Island,2015-05-01 08:00:00.000,72841,Shipping Containers
72842,Nelson Century 72842,Clark72842,Yes,Yes,Auckland,2015-12-24 08:00:00.000,72842,Entertainment
72843,Nelson Century 72843,Clark72843,Yes,No,Auckland,2015-08-10 08:00:00.000,72843,Real Estate
72844,Nelson Century 72844,Clark72844,No,None,Rest of North Island,NULL,72844,Retail
72845,Jackie Sales 72845,Taylor72845,Yes,No,South Island,2016-07-13 08:00:00.000,72845,Computers
72846,Stephan 72846,Walker72846,Yes,Yes,Rest of North Island,2015-03-14 08:00:00.000,72846,Pharmaceutical Products
72847,Helen Park 72847,Davis72847,Yes,No,South Island,2015-07-08 08:00:00.000,72847,Tax Agent
72848,Stephan 72848,Walker72848,No,None,Auckland,NULL,72848,Entertainment
72849,Tracy72849,Thomas72849,No,None,Auckland,NULL,72849,Shipping Containers
72850,John 72850,Dong72850,No,None,South Island,NULL,72850,Retail
72851,Steven 72851,Williams72851,No,None,South Island,NULL,72851,Computers
72852,Steven 72852,Williams72852,Yes,Yes,South Island,2016-07-02 08:00:00.000,72852,Pharmaceutical Products
72853,Kelvin 72853,Burn72853,Yes,Yes,Auckland,2016-10-17 08:00:00.000,72853,Retail
72854,Jackie Sales 72854,Taylor72854,Yes,Yes,South Island,2016-10-15 08:00:00.000,72854,Banking
72855,Jackie Sales 72855,Taylor72855,No,None,Rest of North Island,NULL,72855,Healthcare
72856,Stephan 72856,Walker72856,Yes,No,Rest of North Island,2016-12-07 08:00:00.000,72856,Shipping Containers
72857,Nelson Century 72857,Clark72857,Yes,Yes,South Island,2016-06-20 08:00:00.000,72857,Pharmaceutical Products
72858,Nelson Century 72858,Clark72858,No,None,Rest of North Island,NULL,72858,Retail
72859,Steven 72859,Williams72859,Yes,Yes,South Island,2016-10-03 08:00:00.000,72859,Computers
72860,Kelvin 72860,Burn72860,No,None,Auckland,NULL,72860,Retail
72861,John 72861,Dong72861,Yes,No,South Island,2016-05-29 08:00:00.000,72861,Shipping Containers
72862,Tracy72862,Thomas72862,Yes,No,Auckland,2015-03-21 08:00:00.000,72862,Entertainment
72863,Jackie Sales 72863,Taylor72863,No,None,South Island,NULL,72863,Banking
72864,Bella 72864,Smith72864,Yes,No,South Island,2016-07-13 08:00:00.000,72864,Shipping Containers
72865,Stephan 72865,Walker72865,Yes,No,South Island,2015-07-28 08:00:00.000,72865,Tax Agent
72866,Bella 72866,Smith72866,Yes,No,Auckland,2015-09-16 08:00:00.000,72866,Retail
72867,Nelson Century 72867,Clark72867,No,None,Rest of North Island,NULL,72867,Tax Agent
72868,Tracy72868,Thomas72868,No,None,Rest of North Island,NULL,72868,Pharmaceutical Products
72869,Tom 72869,Thomson72869,Yes,No,South Island,2015-05-10 08:00:00.000,72869,Insurance
72870,Tom 72870,Thomson72870,Yes,No,South Island,2015-01-18 08:00:00.000,72870,Shipping Containers
72871,Kelvin 72871,Burn72871,No,None,South Island,NULL,72871,Retail
72872,John 72872,Dong72872,No,None,Auckland,NULL,72872,Tax Agent
72873,Kelvin 72873,Burn72873,Yes,No,Rest of North Island,2015-08-02 08:00:00.000,72873,Healthcare
72874,Helen Park 72874,Davis72874,No,None,Auckland,NULL,72874,Insurance
72875,Stephan 72875,Walker72875,Yes,Yes,Auckland,2015-04-20 08:00:00.000,72875,Real Estate
72876,Bella 72876,Smith72876,Yes,Yes,Rest of North Island,2015-09-21 08:00:00.000,72876,Tax Agent
72877,Tom 72877,Thomson72877,No,None,Rest of North Island,NULL,72877,Real Estate
72878,Jackie Sales 72878,Taylor72878,Yes,No,Auckland,2015-04-04 08:00:00.000,72878,Pharmaceutical Products
72879,Steven 72879,Williams72879,No,None,Rest of North Island,NULL,72879,Shipping Containers
72880,Stephan 72880,Walker72880,Yes,No,South Island,2015-10-05 08:00:00.000,72880,Retail
72881,John 72881,Dong72881,No,None,Rest of North Island,NULL,72881,Entertainment
72882,John 72882,Dong72882,No,None,South Island,NULL,72882,Real Estate
72883,Bella 72883,Smith72883,Yes,No,Auckland,2016-08-12 08:00:00.000,72883,Insurance
72884,Bella 72884,Smith72884,No,None,Rest of North Island,NULL,72884,Tax Agent
72885,Jackie Sales 72885,Taylor72885,Yes,No,Auckland,2016-07-03 08:00:00.000,72885,Shipping Containers
72886,Bella 72886,Smith72886,Yes,Yes,Rest of North Island,2015-09-30 08:00:00.000,72886,Entertainment
72887,Jackie Sales 72887,Taylor72887,Yes,No,South Island,2015-08-28 08:00:00.000,72887,Insurance
72888,Jackie Sales 72888,Taylor72888,Yes,No,Rest of North Island,2016-12-15 08:00:00.000,72888,Pharmaceutical Products
72889,Helen Park 72889,Davis72889,Yes,Yes,South Island,2015-01-04 08:00:00.000,72889,Tax Agent
72890,John 72890,Dong72890,Yes,Yes,Auckland,2015-03-22 08:00:00.000,72890,Insurance
72891,John 72891,Dong72891,Yes,No,South Island,2016-02-15 08:00:00.000,72891,Insurance
72892,Helen Park 72892,Davis72892,Yes,Yes,Rest of North Island,2015-08-01 08:00:00.000,72892,Retail
72893,Steven 72893,Williams72893,No,None,Rest of North Island,NULL,72893,Retail
72894,Stephan 72894,Walker72894,Yes,Yes,Rest of North Island,2015-09-22 08:00:00.000,72894,Retail
72895,Helen Park 72895,Davis72895,No,None,Auckland,NULL,72895,Shipping Containers
72896,Jackie Sales 72896,Taylor72896,Yes,Yes,Rest of North Island,2016-09-07 08:00:00.000,72896,Computers
72897,Jackie Sales 72897,Taylor72897,No,None,Auckland,NULL,72897,Insurance
72898,Stephan 72898,Walker72898,Yes,No,Rest of North Island,2016-12-27 08:00:00.000,72898,Tax Agent
72899,Helen Park 72899,Davis72899,No,None,South Island,NULL,72899,Pharmaceutical Products
72900,Helen Park 72900,Davis72900,No,None,South Island,NULL,72900,Healthcare
72901,Steven 72901,Williams72901,No,None,Rest of North Island,NULL,72901,Pharmaceutical Products
72902,Jackie Sales 72902,Taylor72902,Yes,Yes,South Island,2015-10-20 08:00:00.000,72902,Healthcare
72903,Jackie Sales 72903,Taylor72903,Yes,Yes,Auckland,2015-09-23 08:00:00.000,72903,Shipping Containers
72904,Helen Park 72904,Davis72904,No,None,South Island,NULL,72904,Banking
72905,Helen Park 72905,Davis72905,Yes,No,Auckland,2016-11-09 08:00:00.000,72905,Pharmaceutical Products
72906,Tracy72906,Thomas72906,Yes,Yes,Rest of North Island,2015-08-19 08:00:00.000,72906,Tax Agent
72907,Bella 72907,Smith72907,Yes,Yes,Auckland,2015-12-14 08:00:00.000,72907,Healthcare
72908,Bella 72908,Smith72908,Yes,Yes,Rest of North Island,2016-12-19 08:00:00.000,72908,Tax Agent
72909,Steven 72909,Williams72909,Yes,Yes,South Island,2016-08-06 08:00:00.000,72909,Shipping Containers
72910,Tom 72910,Thomson72910,No,None,South Island,NULL,72910,Banking
72911,Tom 72911,Thomson72911,Yes,No,South Island,2015-09-26 08:00:00.000,72911,Banking
72912,John 72912,Dong72912,Yes,No,Rest of North Island,2015-12-26 08:00:00.000,72912,Computers
72913,John 72913,Dong72913,Yes,Yes,Rest of North Island,2015-04-08 08:00:00.000,72913,Entertainment
72914,Steven 72914,Williams72914,No,None,Rest of North Island,NULL,72914,Banking
72915,Nelson Century 72915,Clark72915,No,None,South Island,NULL,72915,Banking
72916,Nelson Century 72916,Clark72916,Yes,Yes,Auckland,2015-02-06 08:00:00.000,72916,Tax Agent
72917,Jackie Sales 72917,Taylor72917,Yes,Yes,Auckland,2016-08-04 08:00:00.000,72917,Healthcare
72918,Steven 72918,Williams72918,Yes,No,Auckland,2016-12-28 08:00:00.000,72918,Banking
72919,Tom 72919,Thomson72919,Yes,No,Rest of North Island,2015-06-06 08:00:00.000,72919,Tax Agent
